St_Father_Monthly_Income,St_Date_of_Birth,AgeYearsIntTrunc,academic_year_name,class_name,section_name,St_Active_Inactive
18000.0,2005-08-24 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,I         
18000.0,2005-08-10 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,I         
20000.0,2006-06-15 00:00:00.000,11,March 2015 - Fabruary 2016,5th,TULIP,I         
20000.0,2005-07-27 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,I         
10000.0,2006-02-17 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,I         
15140.0,2006-05-10 00:00:00.000,11,March 2015 - Fabruary 2016,5th,TULIP,I         
30000.0,2003-12-17 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,I         
30000.0,2004-12-10 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,I         
30000.0,2004-11-24 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,I         
30000.0,2004-04-17 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,I         
20000.0,2001-09-08 00:00:00.000,16,March 2015 - Fabruary 2016,7th,TULIP,I         
37685.0,2004-05-25 00:00:00.000,13,March 2015 - Fabruary 2016,7th,TULIP,I         
25000.0,2003-11-12 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,I         
20000.0,2004-01-17 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,I         
30000.0,2003-10-04 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,I         
40000.0,2004-06-17 00:00:00.000,13,March 2015 - Fabruary 2016,7th,TULIP,I         
20000.0,2005-10-12 00:00:00.000,12,March 2015 - Fabruary 2016,7th,TULIP,I         
20000.0,2000-10-02 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,I         
20000.0,2001-01-09 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,I         
40000.0,2001-02-24 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,I         
100000.0,2002-06-19 00:00:00.000,15,March 2015 - Fabruary 2016,9th,TULIP,I         
35000.0,2002-09-09 00:00:00.000,15,March 2015 - Fabruary 2016,8th,TULIP,I         
15000.0,2002-02-13 00:00:00.000,16,March 2015 - Fabruary 2016,9th,TULIP,I         
37685.0,2002-02-20 00:00:00.000,16,March 2015 - Fabruary 2016,9th,TULIP,I         
50000.0,2002-09-03 00:00:00.000,15,March 2015 - Fabruary 2016,9th,TULIP,I         
35000.0,2004-05-27 00:00:00.000,13,March 2015 - Fabruary 2016,8th,TULIP,I         
30000.0,2002-11-20 00:00:00.000,15,March 2015 - Fabruary 2016,8th,TULIP,I         
30000.0,2001-12-13 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,I         
45000.0,2009-01-31 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,I         
30000.0,2009-02-26 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,I         
50000.0,2009-01-10 00:00:00.000,9,March 2015 - Fabruary 2016,2nd,TULIP,I         
19000.0,2008-12-14 00:00:00.000,9,March 2015 - Fabruary 2016,2nd,TULIP,I         
25000.0,2006-12-04 00:00:00.000,11,March 2017-  February 2018,5th,B,A         
30000.0,2006-06-11 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
29500.0,1999-10-10 00:00:00.000,18,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
13000.0,1998-01-18 00:00:00.000,20,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
17000.0,2002-05-16 00:00:00.000,15,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
60000.0,1999-02-25 00:00:00.000,19,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
60000.0,1999-02-18 00:00:00.000,19,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
90000.0,1999-05-30 00:00:00.000,18,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
40000.0,2000-10-27 00:00:00.000,17,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
30000.0,2000-07-16 00:00:00.000,17,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
18000.0,1999-10-01 00:00:00.000,18,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
25000.0,2001-02-18 00:00:00.000,17,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
90000.0,2000-11-22 00:00:00.000,17,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
25000.0,1999-11-17 00:00:00.000,18,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
15000.0,2000-04-07 00:00:00.000,17,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
18000.0,2007-01-27 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
35000.0,2007-08-19 00:00:00.000,10,March 2017-  February 2018,5th,F,A         
20000.0,2009-02-13 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
30000.0,2006-10-21 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
20000.0,2002-09-19 00:00:00.000,15,March 2015 - Fabruary 2016,8th,E,I         
30000.0,2000-11-29 00:00:00.000,17,March 2017-  February 2018,10th,E,A         
15000.0,2007-12-06 00:00:00.000,10,March 2016-  February 2017,3rd,E,I         
11000.0,2007-11-05 00:00:00.000,10,March 2016-  February 2017,3rd,E,I         
20000.0,2006-12-13 00:00:00.000,11,March 2016-  February 2017,3rd,F,I         
20000.0,2008-03-09 00:00:00.000,10,March 2016-  February 2017,3rd,C,I         
20000.0,2005-07-21 00:00:00.000,12,March 2016-  February 2017,5th,F,I         
6000.0,2006-06-08 00:00:00.000,11,March 2016-  February 2017,5th,F,I         
50000.0,2008-06-08 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
30000.0,2008-05-16 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
20000.0,2007-11-05 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
50000.0,2007-10-31 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
25000.0,2008-05-24 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
20000.0,2008-01-03 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
22000.0,2008-03-16 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
70000.0,2008-08-26 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
35000.0,2008-01-18 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
15000.0,2008-12-24 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
25000.0,2008-04-23 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
25000.0,2007-06-04 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
35000.0,2007-08-08 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
18000.0,2008-03-11 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
70000.0,2007-05-14 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
35000.0,2008-05-10 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
24000.0,2008-09-30 00:00:00.000,9,March 2017-  February 2018,4th,E,A         
25000.0,2000-09-03 00:00:00.000,17,March 2015 - Fabruary 2016,10th,S.FLOWER NEW,I         
10000.0,2008-09-12 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
30000.0,1998-07-29 00:00:00.000,19,March 2014 - February 2015,10th,B,A         
25000.0,2007-07-23 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
60000.0,2007-12-05 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
30000.0,2006-05-22 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
22000.0,2006-02-19 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
70000.0,2006-01-19 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
40000.0,2006-12-24 00:00:00.000,11,March 2017-  February 2018,5th,B,A         
20000.0,2006-09-20 00:00:00.000,11,March 2017-  February 2018,5th,B,A         
39000.0,2006-08-08 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
25000.0,2006-08-15 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
30000.0,2007-02-21 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
35000.0,2007-06-19 00:00:00.000,10,March 2017-  February 2018,5th,C,A         
20000.0,2006-09-19 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
30000.0,2006-12-14 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
50000.0,2006-11-15 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
35000.0,2006-08-06 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
16000.0,2006-10-18 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
30000.0,2007-07-14 00:00:00.000,10,March 2017-  February 2018,5th,C,A         
41000.0,2000-06-15 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
25000.0,2007-03-12 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
15000.0,2006-10-28 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
25000.0,2006-10-20 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
22000.0,2007-02-05 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
20000.0,2007-07-14 00:00:00.000,10,March 2017-  February 2018,5th,C,A         
10000.0,2007-02-17 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
20000.0,2006-10-09 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
50000.0,2006-11-05 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
80000.0,2006-08-28 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
30000.0,2004-08-12 00:00:00.000,13,March 2016-  February 2017,6th,F,I         
11000.0,2004-08-05 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,I         
15000.0,2003-04-07 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,I         
80000.0,2003-01-06 00:00:00.000,15,March 2017-  February 2018,9th,D,A         
15000.0,2001-09-22 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
20000.0,2002-10-15 00:00:00.000,15,March 2017-  February 2018,10th,E,A         
50000.0,2002-05-01 00:00:00.000,15,March 2017-  February 2018,10th,E,A         
20000.0,2002-01-26 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
30000.0,2001-12-24 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
35000.0,2002-01-12 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
30000.0,2002-01-05 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
12000.0,2002-06-11 00:00:00.000,15,March 2017-  February 2018,10th,E,A         
40000.0,2002-06-11 00:00:00.000,15,March 2017-  February 2018,10th,E,A         
20000.0,2001-10-28 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
20000.0,2001-12-26 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
55000.0,2002-03-27 00:00:00.000,16,March 2015 - Fabruary 2016,9th,TULIP,I         
40000.0,2002-01-06 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
40000.0,2001-03-04 00:00:00.000,17,March 2017-  February 2018,10th,E,A         
30000.0,2002-03-03 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
80000.0,2001-12-31 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
23600.0,2002-08-27 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
50000.0,2002-03-08 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
44000.0,2001-06-02 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
15000.0,2001-10-02 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
25000.0,2002-02-01 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
40000.0,2001-11-11 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
30000.0,2001-12-25 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
25000.0,2001-11-13 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
20000.0,2002-09-28 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
50000.0,2001-10-04 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
15000.0,2002-05-20 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
25000.0,1998-10-08 00:00:00.000,19,March 2013 - February 2014,10th,A,A         
60000.0,2003-09-19 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
24000.0,2003-04-13 00:00:00.000,14,March 2017-  February 2018,8th,A,A         
40000.0,2004-08-23 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
20000.0,2006-07-10 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
39000.0,2004-06-24 00:00:00.000,13,March 2017-  February 2018,8th,C,A         
20000.0,2003-03-03 00:00:00.000,15,March 2017-  February 2018,9th,C,A         
50000.0,2003-10-11 00:00:00.000,14,March 2017-  February 2018,9th,C,A         
25000.0,2003-02-02 00:00:00.000,15,March 2017-  February 2018,9th,C,A         
14710.0,2002-10-24 00:00:00.000,15,March 2017-  February 2018,9th,C,A         
14000.0,2001-12-25 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
30000.0,2002-07-22 00:00:00.000,15,March 2017-  February 2018,10th,C,A         
75000.0,2002-10-28 00:00:00.000,15,March 2017-  February 2018,10th,C,A         
20000.0,2001-10-03 00:00:00.000,16,March 2017-  February 2018,10th,C,A         
10000.0,2002-01-21 00:00:00.000,16,March 2017-  February 2018,10th,C,A         
30000.0,2001-09-07 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
25000.0,2002-07-03 00:00:00.000,15,March 2017-  February 2018,10th,C,A         
20000.0,2001-01-06 00:00:00.000,17,March 2017-  February 2018,10th,A,A         
30000.0,2002-05-12 00:00:00.000,15,March 2017-  February 2018,10th,A,A         
20000.0,2000-02-02 00:00:00.000,18,March 2017-  February 2018,10th,A,A         
40000.0,2002-01-11 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
30000.0,2001-06-12 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
40000.0,2003-05-09 00:00:00.000,14,March 2017-  February 2018,10th,A,A         
25000.0,2001-09-18 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
40000.0,2001-10-23 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
20000.0,2002-04-05 00:00:00.000,15,March 2017-  February 2018,10th,A,A         
20000.0,2002-06-17 00:00:00.000,15,March 2017-  February 2018,10th,A,A         
90000.0,2002-02-10 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
25000.0,2003-06-17 00:00:00.000,14,March 2017-  February 2018,10th,C,A         
80000.0,2000-10-28 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
19000.0,2000-12-12 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
10000.0,2001-03-22 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
14000.0,2001-04-30 00:00:00.000,16,March 2016-  February 2017,10th,A,A         
15000.0,2002-01-31 00:00:00.000,16,March 2016-  February 2017,10th,A,A         
20000.0,2002-05-08 00:00:00.000,15,March 2016-  February 2017,10th,A,A         
20000.0,2000-09-13 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
60000.0,2001-01-18 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
15000.0,2000-08-03 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
8000.0,2001-08-04 00:00:00.000,16,March 2016-  February 2017,10th,B,A         
16000.0,2000-11-04 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
10000.0,2001-01-20 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
11275.0,2002-03-13 00:00:00.000,16,March 2016-  February 2017,10th,B,A         
30000.0,2000-11-20 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
40000.0,2000-12-26 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
10000.0,2001-07-27 00:00:00.000,16,March 2016-  February 2017,10th,C,A         
20000.0,2000-11-22 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
25000.0,1999-12-08 00:00:00.000,18,March 2016-  February 2017,10th,D,A         
40000.0,2001-03-21 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
35000.0,2000-08-12 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
12044.0,2000-12-01 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
10000.0,2000-08-07 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
13000.0,2002-02-05 00:00:00.000,16,March 2016-  February 2017,10th,E,A         
34513.0,2001-07-09 00:00:00.000,16,March 2016-  February 2017,10th,D,A         
20000.0,2000-04-16 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
10000.0,2000-08-04 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
20000.0,2000-11-17 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
15000.0,2000-03-30 00:00:00.000,18,March 2016-  February 2017,10th,E,A         
25000.0,2000-12-02 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
12000.0,2000-01-26 00:00:00.000,18,March 2016-  February 2017,10th,F,A         
13500.0,2000-07-27 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
30000.0,2000-08-22 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
20000.0,2000-08-31 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
12600.0,2001-07-28 00:00:00.000,16,March 2016-  February 2017,10th,F,A         
8000.0,2000-08-15 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
30000.0,2001-08-06 00:00:00.000,16,March 2016-  February 2017,10th,E,A         
40000.0,2006-12-10 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
30000.0,2001-12-14 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
25000.0,2008-10-25 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
18000.0,2008-11-30 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
50000.0,2009-04-03 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
15000.0,2008-12-20 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
30000.0,2009-06-25 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
100000.0,2008-08-04 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
25000.0,2008-10-07 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
20000.0,2009-03-24 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
25000.0,2008-12-01 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
65000.0,2008-12-12 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
50000.0,2008-08-10 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
35000.0,2008-05-24 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
30000.0,2008-05-12 00:00:00.000,9,March 2017-  February 2018,4th,A,A         
80000.0,2007-11-29 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
15000.0,2005-07-05 00:00:00.000,12,March 2016-  February 2017,5th,C,I         
35000.0,2007-11-10 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
20000.0,2005-04-16 00:00:00.000,12,March 2016-  February 2017,6th,D,I         
40000.0,2008-01-11 00:00:00.000,10,March 2016-  February 2017,3rd,D,I         
20000.0,2008-03-14 00:00:00.000,10,March 2016-  February 2017,3rd,E,I         
22000.0,2007-12-26 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
30000.0,2007-12-30 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
70000.0,2007-12-26 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
25000.0,2007-03-16 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
12000.0,2007-06-15 00:00:00.000,10,March 2017-  February 2018,5th,C,A         
15000.0,2007-07-18 00:00:00.000,10,March 2017-  February 2018,5th,D,A         
14000.0,2007-07-10 00:00:00.000,10,March 2017-  February 2018,5th,D,A         
25000.0,2007-08-20 00:00:00.000,10,March 2016-  February 2017,4th,E,I         
50000.0,2007-03-22 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
30000.0,2006-09-26 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
25000.0,2003-09-26 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
15000.0,2004-01-01 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
25000.0,2004-05-18 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
22000.0,2003-09-22 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
60000.0,2003-01-14 00:00:00.000,15,March 2017-  February 2018,9th,C,A         
20000.0,2002-12-21 00:00:00.000,15,March 2016-  February 2017,8th,F,I         
32500.0,2002-01-24 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
20000.0,2001-08-01 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
40000.0,2001-12-23 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
18000.0,2002-02-07 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
30000.0,2002-04-08 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
50000.0,2002-11-10 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
25000.0,2000-02-24 00:00:00.000,18,March 2017-  February 2018,10th,B,A         
22000.0,2002-02-21 00:00:00.000,16,March 2017-  February 2018,10th,C,A         
20000.0,2002-02-26 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
25000.0,2002-08-09 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
50000.0,2002-01-19 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
25000.0,2002-03-25 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
50000.0,2001-10-10 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
8000.0,2000-04-15 00:00:00.000,17,March 2017-  February 2018,10th,F,A         
40000.0,2002-06-06 00:00:00.000,15,March 2017-  February 2018,10th,F,A         
25000.0,2004-12-30 00:00:00.000,13,March 2017-  February 2018,Hifz Boys,GRADE 2,A         
10000.0,2004-01-23 00:00:00.000,14,March 2015 - Fabruary 2016,Hifz Boys,A,I         
40000.0,2004-10-20 00:00:00.000,13,March 2017-  February 2018,Hifz Girls,GRADE 2,A         
16000.0,2006-10-13 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
25000.0,2004-02-08 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
29000.0,2003-08-31 00:00:00.000,14,March 2016-  February 2017,7th,A,I         
12000.0,2006-09-06 00:00:00.000,11,March 2017-  February 2018,4th,F,A         
15000.0,2004-06-24 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
40000.0,2007-09-22 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
10000.0,2007-12-25 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
50000.0,2007-06-25 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
28000.0,2008-02-05 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
65000.0,2008-01-08 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
10000.0,2008-07-09 00:00:00.000,9,March 2017-  February 2018,4th,B,A         
25000.0,2008-03-14 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
12000.0,2007-12-31 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
15000.0,2007-10-27 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
20000.0,2008-01-01 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
50000.0,2008-07-14 00:00:00.000,9,March 2017-  February 2018,4th,B,A         
35000.0,2007-08-29 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
40000.0,2007-09-27 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
8000.0,2008-08-01 00:00:00.000,9,March 2017-  February 2018,4th,B,A         
80000.0,2007-08-12 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
15000.0,2007-08-11 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
30000.0,2009-07-10 00:00:00.000,8,March 2017-  February 2018,4th,B,A         
30000.0,2007-09-17 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
25000.0,2008-02-14 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
30000.0,2007-08-04 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
20000.0,2007-12-27 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
25000.0,2006-12-15 00:00:00.000,11,March 2017-  February 2018,4th,B,A         
25000.0,2006-08-10 00:00:00.000,11,March 2017-  February 2018,4th,B,A         
30000.0,2008-03-12 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
35000.0,2007-07-10 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
30000.0,2006-12-23 00:00:00.000,11,March 2017-  February 2018,4th,B,A         
29000.0,2008-03-23 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
50000.0,2008-06-19 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
25000.0,2007-12-23 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
50000.0,2007-09-09 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
60000.0,2007-11-09 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
24000.0,2008-03-19 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
35000.0,2007-07-23 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
40000.0,2007-06-07 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
40000.0,2008-08-02 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
30000.0,2008-04-29 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
30000.0,2007-07-08 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
25000.0,2007-10-01 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
25000.0,2007-12-11 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
30000.0,2008-05-15 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
50000.0,2008-01-03 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
25000.0,2008-07-04 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
50000.0,2007-11-01 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
30000.0,2007-10-06 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
13000.0,2008-01-28 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
25000.0,2008-03-15 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
33709.0,2008-01-13 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
15000.0,2007-10-12 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
20000.0,2008-08-14 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
40000.0,2008-03-18 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
20000.0,2008-03-01 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
25000.0,2007-10-18 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
17000.0,2008-07-10 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
10000.0,2007-11-03 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
30000.0,2007-12-16 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
12000.0,2007-08-16 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
30000.0,2008-07-30 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
63000.0,2007-11-12 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
40000.0,2006-12-19 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
25000.0,2006-10-11 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
35000.0,2007-09-09 00:00:00.000,10,March 2017-  February 2018,5th,A,A         
20000.0,2007-09-11 00:00:00.000,10,March 2017-  February 2018,5th,A,A         
40000.0,2007-09-08 00:00:00.000,10,March 2017-  February 2018,5th,A,A         
18000.0,2006-12-19 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
25000.0,2007-01-15 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
